Season,T1_TeamID,T1_FG%_home_mean,T1_3P%_home_mean,T1_point_diff_home_mean,T1_win_home_mean,T1_FG%_away_mean,T1_3P%_away_mean,T1_point_diff_away_mean,T1_win_away_mean,T1_Score_mean,T1_opponent_Score_mean,T1_FGM_mean,T1_FGA_mean,T1_FGM3_mean,T1_FGA3_mean,T1_FTM_mean,T1_FTA_mean,T1_OR_mean,T1_DR_mean,T1_Ast_mean,T1_TO_mean,T1_Stl_mean,T1_Blk_mean,T1_PF_mean,T1_opponent_FGM_mean,T1_opponent_FGA_mean,T1_opponent_FGM3_mean,T1_opponent_FGA3_mean,T1_opponent_FTM_mean,T1_opponent_FTA_mean,T1_opponent_OR_mean,T1_opponent_DR_mean,T1_opponent_Ast_mean,T1_opponent_TO_mean,T1_opponent_Stl_mean,T1_opponent_Blk_mean,T1_opponent_PF_mean,T1_FG%_mean,T1_opponent_FG%_mean,T1_3P%_mean,T1_opponent_3P%_mean,T1_point_diff_mean,T1_win_mean,T1_win_ratio_last_month,T1_prev_win_ratio,T1_played_prev_tourney,T1_Seed,T1_Rating,T1_conf_point_margin,T1_conf_win_margin,T2_TeamID,T2_FG%_home_mean,T2_3P%_home_mean,T2_point_diff_home_mean,T2_win_home_mean,T2_FG%_away_mean,T2_3P%_away_mean,T2_point_diff_away_mean,T2_win_away_mean,T2_Score_mean,T2_opponent_Score_mean,T2_FGM_mean,T2_FGA_mean,T2_FGM3_mean,T2_FGA3_mean,T2_FTM_mean,T2_FTA_mean,T2_OR_mean,T2_DR_mean,T2_Ast_mean,T2_TO_mean,T2_Stl_mean,T2_Blk_mean,T2_PF_mean,T2_opponent_FGM_mean,T2_opponent_FGA_mean,T2_opponent_FGM3_mean,T2_opponent_FGA3_mean,T2_opponent_FTM_mean,T2_opponent_FTA_mean,T2_opponent_OR_mean,T2_opponent_DR_mean,T2_opponent_Ast_mean,T2_opponent_TO_mean,T2_opponent_Stl_mean,T2_opponent_Blk_mean,T2_opponent_PF_mean,T2_FG%_mean,T2_opponent_FG%_mean,T2_3P%_mean,T2_opponent_3P%_mean,T2_point_diff_mean,T2_win_mean,T2_win_ratio_last_month,T2_prev_win_ratio,T2_played_prev_tourney,T2_Seed,T2_Rating,T2_conf_point_margin,T2_conf_win_margin,ID,seed_diff
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3112,0.44240410086192894,0.35928735982379223,12.5625,0.75,0.4431339256180024,0.3586902135631776,13.333333333333334,0.7777777777777778,75.5625,63.0,27.75,62.6875,5.625,16.0625,14.4375,19.9375,9.75,21.3125,14.75,12.9375,11.0625,2.875,17.8125,23.5,55.875,4.625,16.4375,11.375,16.5625,8.375,22.375,13.375,18.0,7.0,3.5,17.375,0.44240410086192894,0.4184246095205538,0.35928735982379223,0.2777244851246441,12.5625,0.75,0.5,0.5,1.0,7.0,87.05,19.487873624483534,0.8226913437439752,2023_3104_3112,3.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3124,0.4359944321077464,0.3966545433368184,15.823529411764707,0.6470588235294118,0.43422498374696433,0.3860743299143767,12.136363636363637,0.5909090909090909,73.11764705882354,57.294117647058826,27.41176470588235,63.529411764705884,6.705882352941177,21.294117647058822,11.588235294117647,17.58823529411765,10.117647058823529,26.764705882352942,19.41176470588235,14.411764705882353,8.235294117647058,2.823529411764706,15.941176470588236,21.176470588235293,57.76470588235294,5.176470588235294,19.352941176470587,9.764705882352942,13.705882352941176,8.058823529411764,24.11764705882353,12.352941176470589,18.470588235294116,6.470588235294118,3.1176470588235294,18.705882352941178,0.4359944321077464,0.36212339333091803,0.3966545433368184,0.26058528215137666,15.823529411764707,0.6470588235294118,0.375,0.5,1.0,7.0,86.61,17.129535147392293,0.8395975056689343,2023_3104_3124,3.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3151,0.4223601144614424,0.5345571095571096,4.0,0.5454545454545454,0.43178546953285846,0.5289701964701965,6.714285714285714,0.6428571428571429,61.63636363636363,57.63636363636363,22.0,51.90909090909091,5.909090909090909,18.818181818181817,11.727272727272727,15.272727272727273,5.0,22.636363636363637,11.909090909090908,12.272727272727273,5.636363636363637,2.909090909090909,15.636363636363637,21.545454545454547,52.63636363636363,3.727272727272727,12.454545454545455,10.818181818181818,14.363636363636363,5.2727272727272725,22.727272727272727,7.2727272727272725,11.909090909090908,5.090909090909091,2.8181818181818183,15.090909090909092,0.4223601144614424,0.41343903767688095,0.5345571095571096,0.2804778554778555,4.0,0.5454545454545454,0.75,0.0,0.0,16.0,64.87,-3.9315235690235695,0.4411495911495911,2023_3104_3151,-6.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3156,0.42542961016893044,0.3171280941241253,21.6875,0.9375,0.42826035299999843,0.3234157741271134,21.157894736842106,0.9473684210526315,73.3125,51.625,25.8125,60.75,5.8125,18.1875,15.875,22.125,11.625,25.9375,13.375,13.6875,10.0,4.0,14.5625,19.3125,57.5625,5.125,20.4375,7.875,11.6875,9.0,21.3125,11.8125,18.6875,6.125,3.5625,19.875,0.42542961016893044,0.3385496575756087,0.3171280941241253,0.24602382862179772,21.6875,0.9375,0.8888888888888888,0.0,0.0,13.0,77.38,0.35546301524562374,0.5366977225672879,2023_3104_3156,-3.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3160,0.45234554251070896,0.4484178607991651,14.4,0.8666666666666667,0.4482982793770774,0.4542035423341049,13.764705882352942,0.8235294117647058,73.26666666666667,58.86666666666667,27.133333333333333,60.266666666666666,6.266666666666667,16.866666666666667,12.733333333333333,18.4,10.066666666666666,24.0,16.0,13.466666666666667,10.333333333333334,2.7333333333333334,18.0,21.533333333333335,58.13333333333333,6.066666666666666,19.933333333333334,9.733333333333333,13.8,8.6,21.533333333333335,11.466666666666667,15.866666666666667,7.733333333333333,4.0,16.466666666666665,0.45234554251070896,0.3700241540499863,0.4484178607991651,0.2960319342947926,14.4,0.8666666666666667,0.5714285714285714,0.0,1.0,6.0,87.25,19.487873624483534,0.8226913437439752,2023_3104_3160,4.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3163,0.49408757330700687,0.3080465577949994,18.733333333333334,0.8666666666666667,0.4911009032421926,0.28032194516689113,18.761904761904763,0.9047619047619048,77.46666666666667,58.733333333333334,28.466666666666665,57.46666666666667,6.6,17.466666666666665,13.933333333333334,17.933333333333334,8.0,26.266666666666666,17.666666666666668,15.533333333333333,7.066666666666666,4.4,14.066666666666666,21.333333333333332,61.6,6.466666666666667,22.2,9.6,13.533333333333333,9.066666666666666,18.066666666666666,11.0,14.866666666666667,6.933333333333334,3.0,18.533333333333335,0.49408757330700687,0.34685878520627195,0.3080465577949994,0.2920372644239132,18.733333333333334,0.8666666666666667,0.8888888888888888,0.8333333333333334,1.0,2.0,98.59,12.339367816091952,0.8054597701149425,2023_3104_3163,8.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3166,0.4518134442979148,0.7837448015181219,10.692307692307692,0.6923076923076923,0.4505211466743545,0.7622028881327483,9.2,0.6666666666666666,71.92307692307692,61.23076923076923,26.384615384615383,58.92307692307692,10.23076923076923,27.076923076923077,8.923076923076923,11.923076923076923,8.153846153846153,23.0,19.23076923076923,10.692307692307692,7.230769230769231,2.5384615384615383,15.461538461538462,23.384615384615383,55.53846153846154,4.769230769230769,16.076923076923077,9.692307692307692,13.307692307692308,7.846153846153846,23.307692307692307,14.153846153846153,13.692307692307692,5.538461538461538,2.1538461538461537,14.76923076923077,0.4518134442979148,0.4189616523991134,0.7837448015181219,0.276581082744804,10.692307692307692,0.6923076923076923,0.7142857142857143,0.75,1.0,6.0,88.66,12.339367816091952,0.8054597701149425,2023_3104_3166,4.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3170,0.4816874968244094,0.6239438871487744,12.428571428571429,0.8571428571428571,0.47751991307242797,0.6204941901923327,13.176470588235293,0.8823529411764706,70.85714285714286,58.42857142857143,25.857142857142858,53.642857142857146,9.428571428571429,23.357142857142858,9.714285714285714,13.214285714285714,8.857142857142858,24.0,14.071428571428571,14.714285714285714,6.0,3.2857142857142856,16.928571428571427,20.714285714285715,55.0,4.714285714285714,16.571428571428573,12.285714285714286,16.571428571428573,7.071428571428571,17.357142857142858,9.285714285714286,11.071428571428571,7.785714285714286,1.7857142857142858,15.071428571428571,0.4816874968244094,0.37594423758492795,0.6239438871487744,0.29187889700107744,12.428571428571429,0.8571428571428571,1.0,0.0,0.0,13.0,72.81,-3.8663798920377865,0.3809547908232119,2023_3104_3170,-3.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3179,0.49464392479394825,0.42221601473097864,18.2,0.8666666666666667,0.4996241379458611,0.4238552259510292,17.27777777777778,0.8333333333333334,81.4,63.2,29.933333333333334,60.93333333333333,8.2,23.4,13.333333333333334,18.2,9.866666666666667,30.0,20.6,16.133333333333333,8.6,6.066666666666666,13.933333333333334,23.6,63.4,5.666666666666667,20.4,10.333333333333334,14.133333333333333,8.0,19.133333333333333,10.8,13.8,7.666666666666667,2.8666666666666667,18.266666666666666,0.49464392479394825,0.37035534370320555,0.42221601473097864,0.2702603823955733,18.2,0.8666666666666667,0.8,0.0,0.0,12.0,80.27,2.1451428571428575,0.5562481962481962,2023_3104_3179,-2.0
2023,3104,0.4288849866717996,1.1596324606854498,14.875,0.6875,0.4326943929146155,1.0681020301491317,13.0,0.6666666666666666,69.25,54.375,24.6875,57.4375,9.125,24.4375,10.75,15.25,10.125,23.6875,13.375,15.3125,10.0,4.5625,16.0,20.5625,55.1875,3.75,14.25,9.5,13.875,8.5,20.1875,10.4375,17.0,7.75,4.375,16.0,0.4288849866717996,0.37339203114658287,1.1596324606854498,0.29890441306881527,14.875,0.6875,0.3333333333333333,0.0,0.0,10.0,82.91,19.00938503405542,0.7973497288152461,3181,0.41655981113460333,0.3437061945990517,17.357142857142858,0.9285714285714286,0.3942091974512772,0.3167038759982516,11.722222222222221,0.8333333333333334,67.64285714285714,50.285714285714285,24.857142857142858,59.0,4.857142857142857,15.428571428571429,13.071428571428571,17.714285714285715,10.571428571428571,24.071428571428573,15.0,14.571428571428571,9.357142857142858,5.0,16.928571428571427,17.714285714285715,51.142857142857146,4.0,14.857142857142858,10.857142857142858,14.428571428571429,7.285714285714286,19.285714285714285,6.5,18.142857142857142,7.571428571428571,2.2857142857142856,17.928571428571427,0.41655981113460333,0.3491033702942227,0.3437061945990517,0.27358147804576377,17.357142857142858,0.9285714285714286,0.5714285714285714,0.0,0.0,3.0,90.13,18.241097883597885,0.788531746031746,2023_3104_3181,7.0
